location,climate,housing,health,crime,transportation,education,arts,recreation,economy,climate_log10,housing_log10,health_log10,crime_log10,transportation_log10,education_log10,arts_log10,recreation_log10,economy_log10
"Bradenton,FL",440,8242,333,1093,3805,2712,154,1349,7437,2.64345267649,3.91603261019,2.52244423351,3.03862016195,3.58035466111,3.4332896852,2.18752072084,3.13001194967,3.87139778149
"Brazoria,TX",423,8394,438,768,2391,2718,1506,1512,6020,2.62634036738,3.92396896488,2.6414741105,2.88536122003,3.37857957612,3.4342494524,3.17782497186,3.17955179117,3.77959649126
"Bremerton,WA",808,9060,310,651,1670,2544,382,1973,5671,2.90741136077,3.95712819768,2.49136169383,2.81358098857,3.22271647115,3.40551710698,2.58206336291,3.29512708525,3.75365964729
"Bridgeport-Milford,CT",648,13429,2550,943,3197,3029,8368,1913,7197,2.81157500587,4.12804367383,3.40654018043,2.97451169274,3.50474263627,3.48129927333,3.92262167152,3.28171497003,3.85715150269
"Bristol,CT",516,10041,975,545,4495,2628,514,777,6527,2.71264970163,4.00177696708,2.9890046157,2.73639650228,3.65272969607,3.41962536089,2.710963119,2.8904210188,3.8147136127
"Brockton,MA",575,8263,916,1336,3810,2729,2001,1217,6900,2.75966784469,3.91713775276,2.96189547367,3.12580645814,3.58092497568,3.43600353567,3.30124708864,3.08529057823,3.83884909074
"Brownsville-Harlington,TX",440,5376,91,974,3119,2413,162,3000,4968,2.64345267649,3.73045926005,1.95904139232,2.98855895688,3.49401537476,3.38255732191,2.20951501454,3.47712125472,3.69618158717
"Bryan-College-Station,TX",383,8228,640,1016,2530,2973,2002,1413,8040,2.58319877397,3.91529428302,2.80617997398,3.00689370795,3.40312052118,3.4731949092,3.30146407314,3.15014216185,3.90525604875
"Buffalo,NY",571,8064,2465,971,5384,3121,8567,2441,5047,2.75663610825,3.9065505191,3.39181692361,2.98721922991,3.73110505122,3.49429376867,3.9328287669,3.38756777942,3.70303330473
"Burlington,NC",637,6179,994,707,1910,2519,131,701,5680,2.80413943234,3.79091819521,2.9973863844,2.8494194138,3.28103336725,3.4012281675,2.11727129566,2.84571801797,3.75434833571
"Burlington,VT",383,9673,1809,494,7146,3323,1741,3357,6726,2.58319877397,3.98556118777,3.25743856686,2.69372694892,3.85406301187,3.52153034128,3.24079877112,3.52595134125,3.82775686298
"Canton,OH",575,7332,443,650,4279,2754,989,1157,4847,2.75966784469,3.86522245629,2.64640372622,2.81291335664,3.63134228648,3.43996393592,2.9951962916,3.06333335895,3.68547301972
"Casper,WY",401,9839,345,989,4410,2453,303,1435,6303,2.60314437262,3.99295096057,2.53781909507,2.9951962916,3.64443858947,3.38969754821,2.4814426285,3.15685190107,3.79954730713
"Cedar-Rapids,IA",434,7774,837,714,5270,2619,904,1501,5009,2.63748972951,3.8906445363,2.92272545799,2.85369821178,3.72181061521,3.41813549843,2.95616843048,3.17638069224,3.69975103169
"Champaign-Urbana-Rantoul,IL",525,8627,672,1022,7447,3147,2203,1700,5485,2.72015930341,3.93585979804,2.82736927305,3.0094508958,3.87198135384,3.49789674291,3.34301449715,3.23044892138,3.73917663191
"Charleston,SC",569,7402,1463,1495,4207,3164,2993,2561,5153,2.7551122664,3.86934908076,3.16524432613,3.17464119266,3.62397251202,3.50023647483,3.47610671684,3.40840957847,3.71206014246
"Charleston,WV",627,7789,708,721,5470,2894,2605,844,5257,2.79726754083,3.89148170384,2.85003325769,2.85793526472,3.73798732633,3.46149852678,3.41580772764,2.92634244663,3.72073797702
"Charlotte-Gastonia-Rock-Hill,NC-SC",644,7169,999,1273,6099,3031,4313,1236,5671,2.80888586736,3.85545858039,2.99956548823,3.10482840365,3.78525863336,3.48158593637,3.63477945815,3.09201847075,3.75365964729
"Charlottesville,VA",618,9531,1348,756,6041,3489,1422,1704,6055,2.79098847509,3.97913846955,3.1296898922,2.8785217955,3.78110883573,3.54270096945,3.15289959639,3.23146959043,3.78211414748
"Chattanooga,TN-GA",576,6189,564,946,3401,2415,2483,1238,4487,2.76042248342,3.79162048269,2.75127910398,2.9758911364,3.53160663193,3.38291713509,3.39497671955,3.09272064468,3.65195606953
"Chicago,IL",514,10913,5766,1034,7742,3486,24846,2856,5205,2.710963119,4.0379441552,3.76087463805,3.01452053876,3.88885316698,3.54232738277,4.39525648089,3.4557582031,3.71642073385
"Chico,CA",603,8587,243,947,4067,3126,1647,1543,5307,2.78031731214,3.9338414629,2.3856062736,2.976349979,3.6092741724,3.49498897368,3.21669359917,3.18836592606,3.72484908763
"Cincinnati,OH-KY-IN",584,8143,2138,978,5748,2918,9688,2451,5270,2.76641284711,3.91078443479,3.33000770087,2.99033885479,3.75951675946,3.46508528756,3.98623413013,3.38934331125,3.72181061521
"Clarksville-Hopkinsville,TN-KY",544,6007,446,736,2226,2654,111,2219,4880,2.7355988997,3.77865763195,2.64933485871,2.86687781434,3.34752516,3.42390091853,2.04532297879,3.34615730223,3.688419822
"Cleveland,OH",579,9168,3167,1138,7333,2972,12679,3300,4879,2.76267856373,3.96227460462,3.50064806337,3.05614226206,3.865281685,3.47304880509,4.10308500184,3.51851393988,3.68833081811
"Colorado-Springs,CO",526,8509,721,1086,3389,2754,1749,2375,7699,2.72098574415,3.92987852366,2.85793526472,3.03582982525,3.53007156884,3.43996393592,3.24278980948,3.37566361396,3.88643431963
"Columbia,MO",541,7702,1951,1065,3893,2377,2882,1331,5147,2.73319726511,3.88660351429,3.29025726939,3.02734960777,3.59028440372,3.37602918173,3.45969397648,3.12417805547,3.71155416825
"Columbia,SC",526,7519,1421,1524,5859,2908,2489,1484,5279,2.72098574415,3.87616008483,3.15259407793,3.182984967,3.76782349801,3.46359440219,3.39602489661,3.17143390094,3.722551662
"Columbus,GA-AL",517,5817,833,820,2995,2665,1861,1214,4812,2.71349054309,3.7646990638,2.92064500141,2.91381385238,3.47639682673,3.42569721336,3.26974637313,3.08421868674,3.68232561867
"Columbus,OH",558,8093,1837,1092,4364,2928,6648,2020,5165,2.74663419894,3.90810954039,3.26410915631,3.03822263837,3.63988474192,3.46657107239,3.82269101078,3.30535136945,3.71307032586
"Corpus-Christi,TX",362,6929,458,1335,3626,2840,1992,2037,6690,2.55870857053,3.84067056133,2.660865478,3.1254812657,3.55942779976,3.45331834005,3.29928933409,3.308991029,3.82542611777
"Cumberland,MD-WV",591,6054,760,337,3709,3363,373,1036,4741,2.77158748088,3.78204241662,2.88081359228,2.52762990087,3.56925683333,3.52672686731,2.57170883181,3.01535975541,3.67586995532
"Dallas,TX",544,9318,2825,1529,6213,3269,10438,2310,7710,2.7355988997,3.96932270611,3.45101845216,3.18440748541,3.79330135361,3.51441492058,4.01861729252,3.36361197989,3.88705437805
"Danbury,CT",569,14420,2350,548,2715,3029,7415,1572,7060,2.7551122664,4.15896526038,3.37106786227,2.73878055848,3.43376983392,3.48129927333,3.87011115536,3.1964525417,3.84880470105
"Danville,VA",545,5709,593,379,3161,2943,85,501,4491,2.73639650228,3.75656004301,2.77305469336,2.57863920997,3.49982449584,3.4687902621,1.92941892571,2.69983772587,3.65234305506
"Davenport-Rock-Island-Moline,IA-IL",440,8083,1113,834,3907,2901,1017,1920,4997,2.64345267649,3.9075725788,3.04649516433,2.92116605064,3.59184341122,3.4625477288,3.00732095292,3.2833012287,3.69870934944
"Dayton-Springfield,OH",544,7635,2253,1151,4775,2772,6935,1122,4532,2.7355988997,3.88280904139,3.35276119172,3.06107532363,3.67897337592,3.44279322594,3.84104646541,3.04999285692,3.65628990119
"Daytona-Beach,FL",561,7203,723,1347,4117,2612,809,3967,6592,2.74896286126,3.85751341478,2.85913829729,3.12936759572,3.614580867,3.4169731726,2.90794852161,3.59846220047,3.81901719869
"Decatur,IL",480,7395,732,897,3867,2683,298,1222,4274,2.68124123738,3.86893817833,2.86451108106,2.95279244304,3.58737417207,3.42862067267,2.47421626408,3.08707120591,3.63083451783
"Denver,CO",521,10789,2533,1365,8145,3145,8477,2324,7164,2.7168377233,4.0329811931,3.40363518979,3.13513265138,3.91089108864,3.49762064978,3.92824218316,3.36623612372,3.85515557718
"Des-Moines,IA",444,8028,1256,1044,5521,2613,1857,1802,5346,2.64738297011,3.90460736382,3.0989896394,3.01870049867,3.74201774714,3.41713940973,3.26881190374,3.25575478664,3.72802895442
"Detroit,MI",536,8525,4142,1587,4808,3064,10389,2483,3904,2.72916478969,3.93069438766,3.61721009456,3.20057692675,3.68196445899,3.48628876096,4.01657374627,3.39497671955,3.59150980899
"Dothgan,AL",336,5708,593,930,2232,2230,117,714,5453,2.52633927739,3.75648396444,2.77305469336,2.96848294855,3.34869419027,3.34830486305,2.06818586175,2.85369821178,3.73663549769
"Dubuque,IA",419,7993,640,571,3668,2701,340,1587,3949,2.62221402297,3.90270981297,2.80617997398,2.75663610825,3.564429327,3.43152458419,2.53147891704,3.20057692675,3.59648713374
"Duluth,MN-WI",193,6040,1159,488,5205,2619,2377,3107,3922,2.28555730901,3.78103693862,3.06408343596,2.688419822,3.71642073385,3.41813549843,3.37602918173,3.49234125325,3.59350758933
"East-St.-Louis-Belleville,IL",537,6501,444,1096,6539,2630,904,1610,6113,2.7299742857,3.81298016604,2.64738297011,3.03981055415,3.81551133736,3.41995574849,2.95616843048,3.20682587603,3.78625439579
"Eau-Claire,WI",257,7078,798,433,3197,2960,1807,1397,5348,2.40993312333,3.8499105583,2.90200289135,2.63648789635,3.50474263627,3.47129171106,3.25695815256,3.14519640611,3.72819139859
"El-Paso,TX",592,7343,528,1323,3705,2479,3800,1101,5080,2.77232170672,3.86587352821,2.72263392253,3.12155984419,3.56878821232,3.39427652677,3.57978359662,3.04178731897,3.70586371228
"Elkhart-Goshen,IN",521,6573,596,524,4168,2537,353,1023,4214,2.7168377233,3.81776363228,2.77524625974,2.71933128698,3.61992771029,3.40432046722,2.54777470539,3.00987563371,3.62469453127
"Elmira,NY",467,7078,562,582,3324,3000,1048,1600,4813,2.66931688057,3.8499105583,2.74973631557,2.76492298465,3.52166101511,3.47712125472,3.02036128265,3.20411998266,3.68241586168
"Enid,OK",461,6829,626,845,2312,2764,215,1200,8268,2.66370092539,3.83435711272,2.79657433321,2.92685670895,3.36398782975,3.4415380387,2.33243845992,3.07918124605,3.91740046796
"Erie,PA",605,7715,529,635,5754,2641,2032,1340,4299,2.78175537465,3.8873359304,2.72345567204,2.80277372529,3.75996985755,3.42176840121,3.30792370361,3.12710479836,3.63336744512
"Eugene-Springfield,OR",741,9370,539,874,5293,3118,2631,3400,3045,2.86981820798,3.97173959089,2.73158876519,2.94151143263,3.72370189399,3.49387611085,3.42012084809,3.53147891704,3.48358729697
"Evansville,IN-KY",550,6743,783,864,3496,2797,1876,1622,5206,2.74036268949,3.82885315968,2.89376176206,2.93651374248,3.54357142396,3.44669246637,3.27323283404,3.21005084988,3.71650416377
"Fall-River,MA-RI",643,9017,900,861,4602,2439,749,2005,4884,2.80821097292,3.95506206968,2.95424250944,2.93500315145,3.66294661433,3.38721180031,2.8744818177,3.30211437696,3.68877565527
"Fargo-Moorhead,ND-MN",148,8168,920,503,6325,2506,2111,1414,5594,2.17026171539,3.91211572908,2.96378782735,2.70156798506,3.80106052985,3.39898106666,3.32448823331,3.15044940946,3.74772246204
"Fayetteville,NC",561,6274,872,1150,4402,3051,844,709,5255,2.74896286126,3.79754451436,2.94051648493,3.06069784035,3.64365003822,3.48444220764,2.92634244663,2.85064623518,3.72057272036
"Fayettteville-Sprindale,AR",549,6686,594,545,3581,2334,1915,1695,4631,2.73957234445,3.82516637226,2.77378644498,2.73639650228,3.55400432101,3.36810085171,3.2821687783,3.22916970254,3.66567478099
"Fitchburg-Leominster,MA",507,8252,655,655,2244,2799,270,790,5098,2.70500795933,3.9165592193,2.81624129999,2.81624129999,3.35102285258,3.44700289847,2.43136376416,2.89762709129,3.70739983113
"Flint,MI",540,7204,724,1671,4912,2511,2163,1355,3724,2.73239375982,3.85757370415,2.8597385662,3.22297644989,3.69125835813,3.39984671271,3.33505651944,3.13193929521,3.57100967231
"Florence,AL",546,5962,607,516,1454,2427,1021,994,4492,2.7371926427,3.7753919717,2.78318869108,2.71264970163,3.16256440652,3.38506977633,3.00902574209,2.9973863844,3.65243974759
"Florence,SC",552,6508,818,1334,4963,3109,628,800,4842,2.74193907773,3.81344754426,2.91275330367,3.12515582958,3.6957442752,3.49262072204,2.79795964374,2.90308998699,3.68502478511
"Fort-Collins-Lover=land,CO",490,9951,731,744,2637,2413,1609,4200,6631,2.69019608003,3.99786672624,2.86391737696,2.87157293555,3.42111012979,3.38255732191,3.2065560441,3.6232492904,3.82157902791
"Fort-Lauderdale-Hollywood-Pompano-Beach,FL",572,10810,1252,1536,4186,2734,2027,2455,7136,2.75739602879,4.03382569395,3.09760432887,3.1863912157,3.621799224,3.43679851023,3.30685374869,3.39005149646,3.85345484137
"Fort-Myers,FL",342,9298,546,787,4583,2729,380,4005,7166,2.53402610606,3.96838954185,2.7371926427,2.89597473236,3.66114985724,3.43600353567,2.57978359662,3.60260252042,3.85527680383
"Fort-Pierce,FL",602,8842,527,1422,2143,3154,368,2058,7973,2.77959649126,3.94655051057,2.72181061521,3.15289959639,3.33102217104,3.49886168899,2.56584781867,3.31344537043,3.90162176409
"Fort-Smith,AR-OK",482,5784,466,663,3092,2927,145,1736,4849,2.68304703824,3.76222828429,2.66838591669,2.8215135284,3.49023948525,3.46642272243,2.16136800223,3.23954972084,3.68565218412
"Fort-Walton-Beach,FL",536,7554,484,544,2886,2809,87,2092,6342,2.72916478969,3.87817698049,2.68484536164,2.7355988997,3.46029632676,3.4485517392,1.93951925262,3.3205616802,3.80222623769
"Fort-Wayne,IN",509,6733,1060,710,5416,2772,2846,1711,4195,2.70671778234,3.82820861447,3.02530586526,2.85125834872,3.73367865568,3.44279322594,3.45423489575,3.23325000954,3.62273196516
"Forth-Arlington,TX",528,7956,1038,1348,4472,2627,6466,2366,6862,2.72263392253,3.90069477445,3.01619735351,3.1296898922,3.65050179488,3.41946007279,3.81063570028,3.37401474029,3.83645071372
"Fresno,CA",559,9291,369,1483,4388,2407,3596,2984,5746,2.74741180789,3.96806246008,2.56702636616,3.17114115103,3.6422666189,3.38147609028,3.55581968306,3.4747988188,3.75936562166
"Gadsden,AL",526,5382,622,749,2174,2299,153,300,4220,2.72098574415,3.73094369343,2.79379038469,2.8744818177,3.33725953975,3.36153897127,2.18469143082,2.47712125472,3.62531245096
"Gainesville,FL",402,7388,1731,1658,3527,3094,3335,1237,5739,2.60422605308,3.86852688677,3.23829706788,3.21958452621,3.54740545967,3.49052030936,3.52309583825,3.09236969963,3.75883622475
"Galveston-Texas-City,TX",727,7767,1437,1213,3423,2809,1756,3000,6026,2.86153441086,3.89025330515,3.15745676813,3.08386080087,3.53440689914,3.4485517392,3.24452451157,3.47712125472,3.78002912734
"Gary-Hammond,IN",483,7641,1364,996,5855,2526,4115,1940,3826,2.68394713075,3.88315019968,3.13481437032,2.99825933842,3.76752689941,3.40243334622,3.61436983955,3.28780172993,3.58274496569
"Glens-Falls,NY",476,7120,43,568,2241,2674,603,1883,5166,2.67760695272,3.85247999364,1.63346845558,2.75434833571,3.35044185654,3.42716140293,2.78031731214,3.27485032002,3.71315440184
"Grand-Forks,ND",105,7898,1109,401,5587,2721,1921,1304,5646,2.02118929907,3.8975171294,3.04493154615,2.60314437262,3.74717867136,3.43472854178,3.28352736486,3.1152775914,3.75174087381
"Grand-Rapids,MI",513,7780,1274,952,3454,2705,3255,1909,4848,2.71011736511,3.89097959699,3.105169428,2.97863694838,3.53832233323,3.43216726944,3.5125509929,3.28080592839,3.68556261116
"Great-Falls,MT",410,7143,667,792,3747,2737,401,2176,4697,2.61278385672,3.85388065012,2.82412583392,2.89872518159,3.57368369309,3.43727479741,2.60314437262,3.33765889103,3.67182056018
"Greeley,CO",490,8218,706,994,1641,2854,1254,739,5443,2.69019608003,3.91476613693,2.84880470105,2.9973863844,3.21510858105,3.45545396878,3.09829753649,2.86864443839,3.73583833432
"Green-Bay,WI",367,8401,916,583,3793,2622,2547,1925,5650,2.56466606425,3.92433098471,2.96189547367,2.76566855476,3.5789828427,3.41863268735,3.40602894496,3.28443073384,3.75204844782
"Greensboro-Winston-Salem-High-Point,NC",626,7064,1694,967,4453,3090,4188,1651,5204,2.79657433321,3.84905069057,3.22891340599,2.98542647408,3.64865269513,3.48995847942,3.62200667301,3.21774707326,3.71633728789
"Greenville-Spartanburg,SC",655,6336,1260,1185,3950,3236,2569,1410,5012,2.81624129999,3.80181516858,3.10037054512,3.07371835035,3.59659709563,3.51000851294,3.40976410427,3.14921911266,3.70001106232
"Hagerstown,MD",568,7763,818,627,3431,2990,825,1491,4477,2.75434833571,3.89002958616,2.91275330367,2.79726754083,3.53542071806,3.47567118832,2.91645394855,3.17347764345,3.65098709438
"Hamilton-Middletown,OH",542,8227,1135,892,3338,2747,2316,1604,4618,2.73399928654,3.91524149731,3.05499586153,2.95036485438,3.52348633234,3.43885865942,3.36473855506,3.20520436395,3.66445392858
"Harrisburg-Lebanon-Carlisle,PA",556,7891,2087,629,6164,3224,3083,1532,5322,2.74507479158,3.89713204338,3.31952244907,2.79865064545,3.78986263005,3.50839503313,3.48897352473,3.1852587653,3.72607487022
"Hartford,CT",516,11652,2521,1279,7120,3628,3616,1790,6307,2.71264970163,4.06640047596,3.40157284568,3.10687054448,3.85247999364,3.55966727839,3.5582284218,3.25285303098,3.79982283099
"Hickory,NC",623,6760,1006,765,2703,2726,188,797,4728,2.79448804666,3.82994669594,3.00259798072,2.88366143515,3.4318460457,3.4355258515,2.27415784926,2.9014583214,3.67467746787
"Honolulu,HI",717,17021,1298,891,5911,2502,7168,3703,5187,2.85551915567,4.23098507171,3.11327469246,2.94987770404,3.77166095935,3.39828730536,3.85539799665,3.56855371205,3.71491624799
"Houma-Thibodaux,LA",427,7094,583,400,1145,1995,725,2700,6662,2.63042787503,3.85089118414,2.76566855476,2.60205999133,3.05880548668,3.29994290002,2.86033800657,3.43136376416,3.82360462836
"Houston,TX",424,9760,2467,1499,4626,3271,11073,1825,7464,2.62736585659,3.98944981767,3.39216914949,3.17580163285,3.66520562843,3.51468054412,4.04426529992,3.26126286879,3.87297163074
"Huntington-Ashland,WV-KY-OH",636,6632,875,665,4001,2525,2195,840,4383,2.80345711565,3.82164451754,2.94200805302,2.8228216453,3.60216855138,3.40226138245,3.34143452458,2.92427928606,3.64177147065
"Huntsville,AL",600,6283,685,924,2661,2257,1921,1075,6412,2.77815125038,3.79816705972,2.83569057149,2.96567197122,3.42504487455,3.35353155908,3.28352736486,3.03140846425,3.80699351368
"Indianapolis,IN",557,7012,2243,1000,5804,2690,6348,1906,5082,2.74585519517,3.84584190742,3.35082927358,3.0,3.76372740377,3.42975228,3.80263691808,3.2801228963,3.70603466071
"Iowa-City,IA",434,9429,2437,830,2770,2842,2255,1506,5165,2.63748972951,3.97446563574,3.38685552918,2.91907809238,3.44247976906,3.45362407359,3.35314654621,3.17782497186,3.71307032586
